lineItem/UsageType,lineItem/LineItemDescription,product/ProductName,lineItem/UnblendedCost,lineItem/UnblendedRate,lineItem/UsageAmount
USW2-RDS:Multi-AZ-PIOPS-Storage,$0.25 per GB-month of Multi-AZ Provisioned IOPS Storage,Amazon Relational Database Service,62.500000041600266,0.25,250.00000001759875
USW2-RDS:Multi-AZ-PIOPS-Storage,Tax for product code AmazonRDS usage type USW2-RDS:Multi-AZ-PIOPS-Storage operation CreateDBInstance,Amazon Relational Database Service,0.0,,1.0
USW2-RDS:PIOPS,$0.10 per IOPS-month of Provisioned IOPS,Amazon Relational Database Service,100.00000003679862,0.10000000000000006,999.9999999959823
USW2-RDS:PIOPS,Tax for product code AmazonRDS usage type USW2-RDS:PIOPS operation CreateDBInstance,Amazon Relational Database Service,0.0,,1.0
USW2-RDS:PIOPS-Storage,$0.125 per GB-month of Provisioned IOPS Storage,Amazon Relational Database Service,74.9999999903995,0.125,599.9999999975953
USW2-RDS:PIOPS-Storage,Tax for product code AmazonRDS usage type USW2-RDS:PIOPS-Storage operation CreateDBInstance,Amazon Relational Database Service,0.0,,1.0
USW2-Recipients,Cost per recipient of SendEmail or SendRawEmail USW2,Amazon Simple Email Service,0.0008,0.0001,8.0
USW2-Request,"AWS Lambda - Requests Free Tier - 1,000,000 Requests - US West (Oregon)",AWS Lambda,0.0,0.0,864.0
USW2-Requests-FIFO-Tier1,"$0.50 per 1,000,000 Amazon SQS FIFO Requests per month thereafter",Amazon Simple Queue Service,1.7817944999999986,5.000000000000071e-07,3563589.0
USW2-Requests-FIFO-Tier1,"First 1,000,000 Amazon SQS Requests per month are free",Amazon Simple Queue Service,0.0,0.0,1000000.0
USW2-Requests-FIFO-Tier1,Tax for product code AWSQueueService usage type USW2-Requests-FIFO-Tier1,Amazon Simple Queue Service,0.0,,1.0
USW2-Requests-SIA-Tier2,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access",Amazon Simple Storage Service,4e-06,1e-06,4.0
USW2-Requests-Tier1,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",Amazon Simple Storage Service,12.47033999999977,5.000000000000495e-06,2494068.0
USW2-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,0.7885620000000026,4.000000000000083e-07,1971405.0
USW2-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,530.0
USW2-Requests-Tier1,Tax for product code AWSQueueService usage type USW2-Requests-Tier1,Amazon Simple Queue Service,0.0,,1.0
USW2-Requests-Tier1,Tax for product code AmazonS3 usage type USW2-Requests-Tier1,Amazon Simple Storage Service,0.0,,1.0
USW2-Requests-Tier2,"$0.004 per 10,000 GET and all other requests",Amazon Simple Storage Service,22.583956799999967,4.0000000000000824e-07,56459892.0
USW2-Requests-Tier2,Tax for product code AmazonS3 usage type USW2-Requests-Tier2,Amazon Simple Storage Service,0.0,,1.0
USW2-Requests-Tier3,"$0.050 per 1,000 Glacier requests",Amazon Simple Storage Service,0.4617999999999999,4.9999999999999975e-05,9236.0
USW2-Requests-Tier3,Tax for product code AmazonS3 usage type USW2-Requests-Tier3 operation S3-GlacierTransition,Amazon Simple Storage Service,0.0,,1.0
USW2-Requests-Tier4,"$0.01 per 1,000 transitions to Standard-Infrequent Access",Amazon Simple Storage Service,0.0015000000000000002,1.0000000000000004e-05,150.0
USW2-Retrieval-SIA,$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access,Amazon Simple Storage Service,0.0015995597,0.01,0.15995597279999998
USW2-SAE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from South America (Sao Paulo),AWS Lambda,0.0,0.0,7.08e-08
USW2-SAE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from South America (Sao Paulo),Amazon Elastic Compute Cloud,0.0,0.0,2.8545700000000004e-05
USW2-SAE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from South America (Sao Paulo),Amazon Simple Storage Service,0.0,0.0,0.0010545222999999984
USW2-SAE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to South America (Sao Paulo),AWS Lambda,1.4000000000000001e-09,0.02,7.08e-08
USW2-SAE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to South America (Sao Paulo),Amazon Elastic Compute Cloud,2.3429e-06,0.02000000000000001,0.00011716790000000002
USW2-SAE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to South America (Sao Paulo),Amazon Simple Storage Service,2.0383999999999956e-06,0.020000000000000014,0.00010186119999999971
USW2-SpotUsage:p2.xlarge,Tax for product code AmazonEC2 usage type USW2-SpotUsage:p2.xlarge operation RunInstances:SV001,Amazon Elastic Compute Cloud,0.0,,1.0
USW2-SpotUsage:p2.xlarge,p2.xlarge Linux/UNIX Spot Instance-hour in US West (Oregon) in VPC Zone #1,Amazon Elastic Compute Cloud,93.26886999870008,,345.4402650000001
USW2-TimedStorage-ByteHrs,$0.00 per GB-Month of storage for first 1 GB-Month,Amazon SimpleDB,0.0,0.0,4.1141999999999995e-06
USW2-TimedStorage-ByteHrs,$0.023 per GB - first 50 TB / month of storage used,Amazon Simple Storage Service,716.2822937292002,0.022999999999999982,31142.708423344688
USW2-TimedStorage-ByteHrs,$0.03 per GB-mo of log storage - US West (Oregon),AmazonCloudWatch,3.8715606957,0.03000000000000002,129.0520231097
USW2-TimedStorage-ByteHrs,$0.10 per GB-month of data storage,Amazon EC2 Container Registry (ECR),79.95855339420005,0.10000000000000006,799.5855313714995
USW2-TimedStorage-ByteHrs,First 5GB-mo per month of logs storage is free.,AmazonCloudWatch,0.0,0.0,4.9908469454
USW2-TimedStorage-ByteHrs,Tax for product code AmazonCloudWatch usage type USW2-TimedStorage-ByteHrs,AmazonCloudWatch,0.0,,1.0
USW2-TimedStorage-ByteHrs,Tax for product code AmazonECR usage type USW2-TimedStorage-ByteHrs,Amazon EC2 Container Registry (ECR),0.0,,1.0
USW2-TimedStorage-ByteHrs,Tax for product code AmazonEFS usage type USW2-TimedStorage-ByteHrs,Amazon Elastic File System,0.0,,1.0
USW2-TimedStorage-ByteHrs,Tax for product code AmazonS3 usage type USW2-TimedStorage-ByteHrs,Amazon Simple Storage Service,0.0,,1.0
USW2-TimedStorage-ByteHrs,USD $0.30 per GB-Mo for Standard storage (USW2),Amazon Elastic File System,114.55855805259989,0.3000000000000037,381.86186018799975
USW2-TimedStorage-GlacierByteHrs,$0.004 per GB / month of storage used - Amazon Glacier,Amazon Simple Storage Service,4.450908881199998,0.004000000000000003,1112.7272203721
USW2-TimedStorage-GlacierByteHrs,Tax for product code AmazonS3 usage type USW2-TimedStorage-GlacierByteHrs,Amazon Simple Storage Service,0.0,,1.0
USW2-TimedStorage-SIA-ByteHrs,$0.0125 per GB-Month of storage used in Standard-Infrequent Access,Amazon Simple Storage Service,25.206989544200006,0.012500000000000006,2016.5591635568
USW2-TimedStorage-SIA-ByteHrs,Tax for product code AmazonS3 usage type USW2-TimedStorage-SIA-ByteHrs,Amazon Simple Storage Service,0.0,,1.0
USW2-UGE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from AWS GovCloud (US),Amazon Elastic Compute Cloud,0.0,0.0,3.5402000000000004e-06
USW2-UGE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to AWS GovCloud (US),Amazon Elastic Compute Cloud,4.665999999999999e-07,0.019999999999999997,2.33574e-05
USW2-UGW1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from AWS GovCloud (US),Amazon Elastic Compute Cloud,0.0,0.0,2.8440000000000006e-06
USW2-UGW1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to AWS GovCloud (US),Amazon Elastic Compute Cloud,2.8389999999999994e-07,0.019999999999999997,1.42088e-05
USW2-USE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia),AWS Lambda,0.0,0.0,0.00018508419999999987
USW2-USE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia),Amazon Elastic Compute Cloud,0.0,0.0,93.51769932419977
USW2-USE1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia),Amazon Simple Storage Service,0.0,0.0,3.909263598500001
USW2-USE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US East (Northern Virginia),AWS Lambda,1.7707000000000003e-06,0.020000000000000014,8.852180000000004e-05
USW2-USE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US East (Northern Virginia),Amazon Elastic Compute Cloud,12.621555381400006,0.02000000000000051,631.0777678445007
USW2-USE1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US East (Northern Virginia),Amazon Simple Storage Service,0.3111581855999998,0.019999999999999674,15.55790635030001
USW2-USE1-AWS-Out-Bytes,Tax for product code AWSDataTransfer usage type USW2-USE1-AWS-Out-Bytes,AWS Data Transfer,0.0,,1.0
USW2-USE2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US East (Ohio),Amazon Elastic Compute Cloud,0.0,0.0,0.0035593688000000027
USW2-USE2-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US East (Ohio),Amazon Simple Storage Service,0.0,0.0,0.0012166398999999997
USW2-USE2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US East (Ohio),Amazon Elastic Compute Cloud,7.573199999999996e-05,0.020000000000000014,0.003786689500000002
USW2-USE2-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US East (Ohio),Amazon Simple Storage Service,2.559599999999993e-06,0.019999999999999962,0.00012791869999999978
USW2-USW1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US West (Northern California),AWS Lambda,0.0,0.0,0.22083636829999992
USW2-USW1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US West (Northern California),Amazon Elastic Compute Cloud,0.0,0.0,32.91217875370004
USW2-USW1-AWS-In-Bytes,$0.00 per GB - US West (Oregon) data transfer from US West (Northern California),Amazon Simple Storage Service,0.0,0.0,0.001331614199999999
USW2-USW1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US West (Northern California),AWS Lambda,2.5687599999999998e-05,0.020000000000000007,0.0012843740000000002
USW2-USW1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US West (Northern California),Amazon Elastic Compute Cloud,0.0035084352000000025,0.019999999999999685,0.17542170279999997
USW2-USW1-AWS-Out-Bytes,$0.02 per GB - US West (Oregon) data transfer to US West (Northern California),Amazon Simple Storage Service,4.15959999999999e-06,0.019999999999999876,0.00020793780000000005
ZA-DataTransfer-Out-Bytes,$0.110 per GB - first 10 TB / month data transfer out,Amazon CloudFront,0.0007233645000000001,0.10999999999999961,0.006576057699999999
ZA-Requests-Tier1,"$0.0090 per 10,000 HTTP Requests",Amazon CloudFront,9e-07,9e-07,1.0
ZA-Requests-Tier2-HTTPS,"$0.0120 per 10,000 HTTPS Requests",Amazon CloudFront,0.0007463999999999991,1.1999999999999936e-06,622.0
us-east-1-KMS-Requests,$0.00 per request - Monthly Global Free Tier for KMS requests,AWS Key Management Service,0.0,0.0,4.0
us-west-2-KMS-Keys,$1 per customer managed KMS key version in US West (Oregon),AWS Key Management Service,13.999999776599871,1.0,13.999999776599871
us-west-2-KMS-Keys,Tax for product code awskms usage type us-west-2-KMS-Keys,AWS Key Management Service,0.0,,1.0
us-west-2-KMS-Requests,$0.00 per request - Monthly Global Free Tier for KMS requests,AWS Key Management Service,0.0,0.0,264.0
