InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost,SrNo,Marker
416099361,772228263286,,PayerLineItem,6800000233652333154,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE2-DataTransfer-In-Bytes,,1000750927,$0.000 per GB - data transfer in per month,2020/03/01 0:00:00,2020/03/31 23:59:59,0.00000749,,USD,0,0,0,None,0,355,Network Egress
416099361,772228263286,,PayerLineItem,6800000233652333155,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",USW2-SpotUsage:p3.2xlarge,RunInstances:SV002,1490662379,p3.2xlarge Linux/UNIX Spot Instance-hour in US West (Oregon) in VPC Zone #2,2020/03/02 0:00:00,2020/03/31 23:59:59,12702.12584,17.07274979,USD,13034,0,0,None,13034,356,Compute - SU
416099361,772228263286,,PayerLineItem,6800000233652333156,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,awskms,AWS Key Management Service,"Amazon Web Services, Inc.",us-east-1-KMS-Requests,,899350401,$0.00 per request - Monthly Global Free Tier for KMS requests,2020/03/01 0:00:00,2020/03/31 23:59:59,449,,USD,0,0,0,None,0,357,Others
416099361,772228263286,,PayerLineItem,6800000233652333157,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AmazonElastiCache,Amazon ElastiCache,"Amazon Web Services, Inc.",USW2-NodeUsage:cache.m4.4xlarge,CreateCacheCluster:0002,1193917658,$1.245 per Gen Purpose M4.4xlarge node hour running Redis,2020/03/01 0:00:00,2020/03/09 23:59:59,216,,USD,268.92,0,0,None,268.92,358,Redis
416099361,772228263286,,PayerLineItem,6800000233652333158,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AmazonEC2,Amazon Elastic Compute Cloud,"Amazon Web Services, Inc.",USW2-EBS:VolumeUsage.gp2,,1491641644,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US West (Oregon),2020/03/01 0:00:00,2020/03/31 23:59:59,39293.21047,,USD,3929.32,0,0,None,3929.32,359,PD Storage
416099361,772228263286,,PayerLineItem,6800000233652333159,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AWSCloudTrail,AWS CloudTrail,"Amazon Web Services, Inc.",EUW2-FreeEventsRecorded,,889351924,0.0 per free event recorded in EU (London) region,2020/03/01 0:00:00,2020/03/31 23:59:59,120940,,USD,0,0,0,None,0,360,Others
416099361,772228263286,,PayerLineItem,6800000233652333160,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AmazonRoute53,Amazon Route 53,"Amazon Web Services, Inc.",DNS-Queries,,1463265130,"$0.40 per 1,000,000 queries for the first 1 Billion queries",2020/03/01 0:00:00,2020/03/31 23:59:59,276898,,USD,0.11,0,0,None,0.11,361,Cloud DNS
416099361,772228263286,,PayerLineItem,6800000233652333161,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USW2-CloudFront-In-Bytes,,1000750512,$0.00 per GB data transfer in to US West (Oregon) from CloudFront,2020/03/01 0:00:00,2020/03/31 23:59:59,6819.640387,,USD,0,0,0,None,0,362,Network Egress
416099361,772228263286,,PayerLineItem,6800000233652333162,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",USE1-EU-AWS-In-Bytes,,1000767647,$0.00 per GB - US East (Northern Virginia) data transfer from EU (Ireland),2020/03/01 0:00:00,2020/03/31 23:59:59,0.0000199,,USD,0,0,0,None,0,363,Network Egress
416099361,772228263286,,PayerLineItem,6800000233652333163,2020/03/01 0:00:00,2020/03/31 23:59:59,2020/04/02 23:50:20,Chematria,,,,AmazonRDS,Amazon Relational Database Service,"Amazon Web Services, Inc.",USW2-RDS:GP2-Storage,CreateDBInstance,1537415644,$0.115 per GB-month of provisioned GP2 storage,2020/03/01 0:00:00,2020/03/31 23:59:59,119.9999981,,USD,13.8,0,0,None,13.8,364,Database
