,lineItem/UsageType,lineItem/LineItemDescription,product/ProductName,lineItem/UnblendedCost,lineItem/UnblendedRate,lineItem/UsageAmount
94,APS2-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,AWS Lambda,0.0,0.0,0.0016050273
95,APS2-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon DynamoDB,0.0,0.0,1.4582500000000006e-05
96,APS2-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Elastic Compute Cloud,0.0,0.0,0.9416545680999988
97,APS2-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Relational Database Service,0.0,0.0,0.0018159380999999948
98,APS2-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Simple Notification Service,0.0,0.0,1.9966300000000002e-05
99,APS2-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Simple Storage Service,0.0,0.0,0.0548899174
100,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,AWS Lambda,0.00015590380000000002,0.1139999744073005,0.0013675775000000002
101,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon DynamoDB,9.123999999999967e-06,0.11366665919187496,8.026980000000002e-05
102,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Elastic Compute Cloud,0.7701437099000006,0.1139999995084411,6.755646607199989
103,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Relational Database Service,0.0010797022999999915,0.1140022882977938,0.009470882700000034
104,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Notification Service,3.2192500000000014e-05,0.11399848651228903,0.00028239410000000014
105,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Queue Service,7.620000000000001e-08,0.11395244504262,6.687e-07
106,APS2-DataTransfer-Out-Bytes,$0.114 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon Simple Storage Service,0.09363540630000002,0.11399999927242911,0.8213632183999998
107,APS2-DataTransfer-Out-Bytes,$0.1140 per GB - up to 10 TB / month data transfer out,Amazon Elastic Compute Cloud,0.019377499999999995,0.1140007801848052,0.16997690689999997
108,APS2-DataTransfer-Regional-Bytes,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Amazon Elastic Compute Cloud,117.38608773279853,0.010000000003015935,11738.608769739565
109,APS2-DeliveryAttempts-SMTP,"First 1,000 Amazon SNS Email/Email-JSON Notifications per month are free",Amazon Simple Notification Service,0.0,0.0,143.0
110,APS2-EBS:SnapshotUsage,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Amazon Elastic Compute Cloud,19.36555909320002,0.05499999993828637,352.10107481689914
111,APS2-EBS:VolumeUsage.gp2,$0.12 per GB-month of General Purpose SSD (gp2) provisioned storage  - Asia Pacific (Sydney),Amazon Elastic Compute Cloud,677.734171066739,0.11999999888416193,5647.784811406269
112,APS2-EBSOptimized:m4.2xlarge,$0.000 for 1000 Mbps per m4.2xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,1044.613611
113,APS2-EBSOptimized:m4.4xlarge,$0.000 for 2000 Mbps per m4.4xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,744.0
114,APS2-EBSOptimized:m4.large,$0.000 for 450 Mbps per m4.large instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,3722.0577780000003
115,APS2-EBSOptimized:m4.xlarge,$0.000 for 750 Mbps per m4.xlarge instance-hour (or partial hour),Amazon Elastic Compute Cloud,0.0,0.0,2234.612223
116,APS2-ETL-DPU-Hour,$0.44 per Data Processing Unit-Hour for AWS Glue ETL job,AWS Glue,87.14200748000002,0.4400000000000002,198.05001699999994
117,APS2-EU-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from EU (Ireland),Amazon Elastic Compute Cloud,0.0,0.0,0.014977433699999994
118,APS2-EU-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (Ireland),Amazon Elastic Compute Cloud,0.0004900730000000006,0.0980029004137486,0.005000596900000006
119,APS2-EU-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (Ireland),Amazon Simple Storage Service,2.5908999999999718e-05,0.09833585476550508,0.00026347460000000175
120,APS2-EUC1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from EU (Germany),Amazon Elastic Compute Cloud,0.0,0.0,0.00021949979999999963
121,APS2-EUC1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (Germany),Amazon Elastic Compute Cloud,3.531179999999997e-05,0.09797207313987416,0.00036042719999999917
122,APS2-EUC1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (Germany),Amazon Simple Storage Service,2.5908999999999718e-05,0.09833585476550508,0.00026347460000000175
123,APS2-EUN1-AWS-In-Bytes,USD 0.0 per GB for EUN1-AWS-In-Bytes in EU (Stockholm),Amazon Elastic Compute Cloud,0.0,0.0,2.933e-06
124,APS2-EUN1-AWS-Out-Bytes,USD 0.098 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),Amazon Elastic Compute Cloud,1.0824000000000002e-06,0.09802660773961001,1.1041900000000003e-05
125,APS2-EUS1-AWS-In-Bytes,USD 0 per GB for APS2-EUS1-AWS-In-Bytes in EU (Milan),Amazon Elastic Compute Cloud,0.0,0.0,2.3848000000000004e-06
126,APS2-EUS1-AWS-Out-Bytes,USD 0.098 per GB for APS2-EUS1-AWS-Out-Bytes in EU (Milan),Amazon Elastic Compute Cloud,9.906e-07,0.09801127931136834,1.0107000000000003e-05
127,APS2-EUW2-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from EU (London),Amazon Elastic Compute Cloud,0.0,0.0,1.8100700000000035e-05
128,APS2-EUW2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (London),Amazon Elastic Compute Cloud,8.200700000000008e-06,0.0980136012143089,8.366899999999996e-05
129,APS2-EUW2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (London),Amazon Simple Storage Service,2.5908999999999718e-05,0.09833585476550508,0.00026347460000000175
130,APS2-EUW3-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from EU (Paris),Amazon Elastic Compute Cloud,0.0,0.0,3.564e-06
131,APS2-EUW3-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (Paris),Amazon Elastic Compute Cloud,1.1789000000000003e-06,0.09802519436244966,1.2026499999999994e-05
132,APS2-EUW3-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to EU (Paris),Amazon Simple Storage Service,2.5908999999999718e-05,0.09833585476550508,0.00026347460000000175
133,APS2-ElasticIP:IdleAddress,$0.005 per Elastic IP address not attached to a running instance per hour on a pro rata basis,Amazon Elastic Compute Cloud,7.439999999999975,0.004999999999999983,1488.0
134,APS2-FreeEventsRecorded,0.0 per free event recorded in Asia Pacific (Sydney) region,AWS CloudTrail,0.0,0.0,3421788.0
135,APS2-InstanceUsage:db.t2.medium,USD 0.104 per db.t2.medium instance hour (or partial hour) running MySQL,Amazon Relational Database Service,66.6144555439997,0.10399999999999954,640.523611
136,APS2-InstanceUsage:db.t2.small,USD 0.052 per db.t2.small instance hour (or partial hour) running MySQL,Amazon Relational Database Service,149.37121331599894,0.05199999999999963,2872.523333
137,APS2-LCUUsage,$0.008 per used Application load balancer capacity unit-hour (or partial hour),Amazon Elastic Compute Cloud,0.0339498835,0.008000000071635,4.243735399500002
138,APS2-Lambda-GB-Second,"AWS Lambda - Compute Free Tier - 400,000 GB-Seconds - Asia Pacific (Sydney)",AWS Lambda,0.0,0.0,1975.8374999999996
139,APS2-LoadBalancerUsage,$0.0252 per Application LoadBalancer-hour (or partial hour),Amazon Elastic Compute Cloud,37.49759999999985,0.0251999999999999,1488.0
140,APS2-LoadBalancerUsage,$0.028 per LoadBalancer-hour (or partial hour),Amazon Elastic Compute Cloud,83.32799999999858,0.027999999999999522,2976.0
141,APS2-MES1-AWS-In-Bytes,USD0.0 per GB for  in Middle East (Bahrain),Amazon Elastic Compute Cloud,0.0,0.0,2.2578e-06
142,APS2-MES1-AWS-Out-Bytes,USD0.098 per GB for  in Middle East (Bahrain),Amazon Elastic Compute Cloud,5.591e-07,0.09801206086529696,5.7044e-06
143,APS2-Multi-AZUsage:db.m4.large,USD 0.492 per db.m4.large Multi-AZ instance hour (or partial hour) running MySQL,Amazon Relational Database Service,366.0480000000011,0.49200000000000144,744.0
144,APS2-Multi-AZUsage:db.t2.medium,USD 0.208 per db.t2.medium Multi-AZ instance hour (or partial hour) running MySQL,Amazon Relational Database Service,154.7519999999992,0.20799999999999894,744.0
145,APS2-Multi-AZUsage:db.t2.small,USD 0.104 per db.t2.small Multi-AZ instance hour (or partial hour) running MySQL,Amazon Relational Database Service,154.75199999999904,0.10399999999999936,1488.0
146,APS2-NatGateway-Bytes,$0.059 per GB Data Processed by NAT Gateways,Amazon Elastic Compute Cloud,360.3119360995992,0.05900000000085523,6106.981967701294
147,APS2-NatGateway-Hours,$0.059 per NAT Gateway Hour,Amazon Elastic Compute Cloud,175.58399999999722,0.05899999999999907,2976.0
148,APS2-NodeUsage:cache.t2.micro,$0.022 per T2 Micro Cache node-hour (or partial hour) running Memcached,Amazon ElastiCache,49.10400000000018,0.02200000000000008,2232.0
149,APS2-RDS:GP2-Storage,USD 0.138 per GB-month of provisioned GP2 storage,Amazon Relational Database Service,17.939997919999627,0.13799999992880946,129.99998499459707
150,APS2-RDS:Multi-AZ-GP2-Storage,USD 0.276 per GB-month of provisioned Multi-AZ GP2 storage,Amazon Relational Database Service,55.19999993519941,0.2759999996771043,199.99999999919763
151,APS2-Request,"AWS Lambda - Requests Free Tier - 1,000,000 Requests - Asia Pacific (Sydney)",AWS Lambda,0.0,0.0,1759.0
152,APS2-Request,Price per HTTP request,AWS WAF,0.15432540000000006,6.000000000000002e-07,257209.0
153,APS2-Requests-Tier1,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Amazon Simple Storage Service,306.1628515000022,5.50000000000004e-06,55665973.0
154,APS2-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,0.25020040000000254,4.0000000000000406e-07,625501.0
155,APS2-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,934.0
156,APS2-Requests-Tier1,"First 1,000,000 Amazon SQS Requests per month are free",Amazon Simple Queue Service,0.0,0.0,97082.0
157,APS2-Requests-Tier2,"$0.0044 per 10,000 GET and all other requests",Amazon Simple Storage Service,7.954347719999177,4.399999999999545e-07,18078063.0
158,APS2-Requests-Tier4,"$0.01 per 1,000 transitions to Standard-Infrequent Access",Amazon Simple Storage Service,0.00753,1e-05,753.0
159,APS2-Rule,Price per Rule,AWS WAF,0.9274193400000006,1.0,0.9274193400000006
160,APS2-SAE1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from South America (Sao Paulo),Amazon Elastic Compute Cloud,0.0,0.0,2.7172000000000003e-05
161,APS2-SAE1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to South America (Sao Paulo),Amazon Elastic Compute Cloud,5.245999999999995e-06,0.0979956288644388,5.353299999999993e-05
162,APS2-SAE1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to South America (Sao Paulo),Amazon Simple Storage Service,2.5908999999999718e-05,0.09833585476550508,0.00026347460000000175
163,APS2-Select-Returned-Bytes,$0.0008 per GB - for bytes returned by S3 Select in Standard,Amazon Simple Storage Service,7.75e-08,0.0007992920850488032,9.69608e-05
164,APS2-Select-Scanned-Bytes,$0.00225 per GB - for bytes scanned by S3 Select in Standard,Amazon Simple Storage Service,8.6575e-06,0.002250019050117975,0.0038477452000000006
165,APS2-SpotUsage:m4.2xlarge,m4.2xlarge Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #5,Amazon Elastic Compute Cloud,17.860016000100018,0.13935476461081917,128.16222
166,APS2-SpotUsage:m4.large,m4.large Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #5,Amazon Elastic Compute Cloud,0.002247,0.036602648682988806,0.061389
167,APS2-SpotUsage:r4.2xlarge,r4.2xlarge Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #5,Amazon Elastic Compute Cloud,0.594385,0.4469994480049214,1.3297219999999998
168,APS2-SpotUsage:r4.2xlarge,r4.2xlarge Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #52,Amazon Elastic Compute Cloud,5.8596750001,0.4470001233590428,13.108889000000001
169,APS2-SpotUsage:r4.xlarge,r4.xlarge Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #5,Amazon Elastic Compute Cloud,337.38348700420124,0.08192701658717966,4118.098047000001
170,APS2-SpotUsage:r4.xlarge,r4.xlarge Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #52,Amazon Elastic Compute Cloud,56.122799999999955,0.07543387096774187,744.0
171,APS2-SpotUsage:t2.medium,t2.medium Linux/UNIX Spot Instance-hour in Asia Pacific (Sydney) in VPC Zone #5,Amazon Elastic Compute Cloud,26.04000000000009,0.01750000000000006,1488.0
172,APS2-TimedStorage-ByteHrs,$0.025 per GB - first 50 TB / month of storage used,Amazon Simple Storage Service,36.06784489450001,0.024999999999161342,1442.7137958283981
173,APS2-TimedStorage-ByteHrs,First 5GB-mo per month of logs storage is free.,AmazonCloudWatch,0.0,0.0,0.3516700466000001
174,APS2-TimedStorage-ByteHrs,USD $0.36 per GB-Mo for Standard storage (APS2),Amazon Elastic File System,8.910161633799953,0.3599999983269768,24.75044909780008
175,APS2-TimedStorage-GlacierByteHrs,$0.005 per GB / month of storage used - Amazon Glacier,Amazon Simple Storage Service,0.0280087263,0.004999999687329608,5.601745610299999
176,APS2-TimedStorage-SIA-ByteHrs,$0.019 per GB-Month of storage used in Standard-Infrequent Access,Amazon Simple Storage Service,4.1952104802,0.018999999999403987,220.8005515964
177,APS2-UGE1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from AWS GovCloud (US),Amazon Elastic Compute Cloud,0.0,0.0,1.8636000000000007e-06
178,APS2-UGE1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to AWS GovCloud (US),Amazon Elastic Compute Cloud,1.2049999999999997e-06,0.09801848116092919,1.2293600000000005e-05
179,APS2-UGW1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from AWS GovCloud (US),Amazon Elastic Compute Cloud,0.0,0.0,1.4313999999999998e-06
180,APS2-UGW1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to AWS GovCloud (US),Amazon Elastic Compute Cloud,7.136000000000001e-07,0.09802871076310192,7.279499999999997e-06
181,APS2-USE1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US East (Northern Virginia),Amazon Elastic Compute Cloud,0.0,0.0,105.48179810980017
182,APS2-USE1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US East (Northern Virginia),Amazon Simple Storage Service,0.0,0.0,1.06608e-05
183,APS2-USE1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US East (Northern Virginia),Amazon Elastic Compute Cloud,5.048654908799983,0.09800000008995882,51.51688677719984
184,APS2-USE1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US East (Northern Virginia),Amazon Simple Storage Service,0.002699474799999925,0.09802409325796146,0.027538890799999063
185,APS2-USE2-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US East (Ohio),Amazon Elastic Compute Cloud,0.0,0.0,0.00020706709999999978
186,APS2-USE2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US East (Ohio),Amazon Elastic Compute Cloud,5.7067199999999934e-05,0.09800164380192908,0.0005823085999999994
187,APS2-USE2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US East (Ohio),Amazon Simple Storage Service,2.5908999999999718e-05,0.09833585476550508,0.00026347460000000175
188,APS2-USW1-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Northern California),Amazon Elastic Compute Cloud,0.0,0.0,0.3411594735999995
189,APS2-USW1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US West (Northern California),Amazon Elastic Compute Cloud,0.0004804475999999996,0.0979994608931855,0.004902553499999999
190,APS2-USW1-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US West (Northern California),Amazon Simple Storage Service,2.818469999999969e-05,0.09831006735802254,0.0002866919000000023
191,APS2-USW2-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Oregon),AWS Lambda,0.0,0.0,0.0002085725
192,APS2-USW2-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Oregon),Amazon Elastic Compute Cloud,0.0,0.0,42.67671507619994
193,APS2-USW2-AWS-In-Bytes,$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Oregon),Amazon Simple Storage Service,0.0,0.0,5.160347591199999
194,APS2-USW2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US West (Oregon),AWS Lambda,0.0001999641,0.09799997598569532,0.0020404505
195,APS2-USW2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US West (Oregon),Amazon Elastic Compute Cloud,4.334108670900001,0.09799999992677093,44.2255987157
196,APS2-USW2-AWS-Out-Bytes,$0.098 per GB - Asia Pacific (Sydney) data transfer to US West (Oregon),Amazon Simple Storage Service,0.2645019007999977,0.09800003181298882,2.6989981116000097
197,APS2-WebACL,Price per WebACL,AWS WAF,4.637096700000027,5.000000000000027,0.9274193400000006
198,APS2-agent-assessments,First 250 agent-assessments,Amazon Inspector,48.3,0.3,161.0
199,APS2-network-assessments,First 250 instance-assessments,Amazon Inspector,6.6,0.15,44.0
200,APS3-CW:Requests,"$0.01 per 1,000 requests",AmazonCloudWatch,0.00035,9.999999999999999e-06,35.0
201,APS3-ConfigurationItemRecorded,$0.003 per Configuration Item recorded in Asia Pacific (Mumbai) region,AWS Config,1.0350000000000001,0.0030000000000000005,345.0
202,APS3-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon DynamoDB,0.0,0.0,8.093900000000016e-06
203,APS3-DataTransfer-Out-Bytes,$0.1093 per GB - first 10 TB / month data transfer out beyond the global free tier,Amazon DynamoDB,1.0336200000000049e-05,0.10897152731140991,9.485230000000003e-05
204,APS3-FreeEventsRecorded,0.0 per free event recorded in Asia Pacific (Mumbai) region,AWS CloudTrail,0.0,0.0,181338.0
205,APS3-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,1.16e-05,4.0000000000000003e-07,29.0
206,APS3-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,90.0
207,APS3-Requests-Tier1,"First 1,000,000 Amazon SQS Requests per month are free",Amazon Simple Queue Service,0.0,0.0,4.0
208,AWS-Auto-Steps-Tier1,"Free Tier Automation Steps 100,000 in AWS Commercial Regions",AWS Systems Manager,0.0,0.0,2106.0
209,BoxUsage:t2.large,$0.0928 per On Demand Linux t2.large Instance Hour,Amazon Elastic Compute Cloud,2.209284403,0.09279999999159907,23.806944
210,BoxUsage:t2.medium,$0.0464 per On Demand Linux t2.medium Instance Hour,Amazon Elastic Compute Cloud,11.425291146000022,0.046399999995126694,246.23472299999997
211,CAN1-CW:Requests,"$0.01 per 1,000 requests",AmazonCloudWatch,0.00035,9.999999999999999e-06,35.0
212,CAN1-ConfigurationItemRecorded,$0.003 per  Configuration Item recorded in Canada (Central) region,AWS Config,1.3050000000000002,0.0030000000000000005,435.0
213,CAN1-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon DynamoDB,0.0,0.0,8.092000000000017e-06
214,CAN1-DataTransfer-Out-Bytes,$0.000 per GB - first 1 GB of data transferred out per month,Amazon DynamoDB,0.0,0.0,4.272580000000001e-05
215,CAN1-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon DynamoDB,0.0,0.0,5.21106e-05
216,CAN1-FreeEventsRecorded,0.0 per free event recorded in Canada (Central) region,AWS CloudTrail,0.0,0.0,180985.0
217,CAN1-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,1.1200000000000001e-05,4.0000000000000003e-07,28.0
218,CAN1-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,90.0
219,CAN1-Requests-Tier1,"First 1,000,000 Amazon SQS Requests per month are free",Amazon Simple Queue Service,0.0,0.0,5.0
220,CW:GMD-Metrics,"$0.01 per 1,000 metrics requested using GetMetricData API - US East (Northern Virginia)",AmazonCloudWatch,0.90856,1e-05,90856.0
221,CW:Requests,"$0.01 per 1,000 requests",AmazonCloudWatch,0.004130000000000007,1.0000000000000016e-05,413.0
222,ConfigurationItemRecorded,$0.003 per Configuration Item recorded in US East (N.Virginia) region,AWS Config,2.0280000000000005,0.0030000000000000005,676.0
223,DashboardsUsageHour,$3.00 per Dashboard per Month (>50 metrics),AmazonCloudWatch,2.9999999519999885,2.999999999999983,0.9999999840000018
224,DashboardsUsageHour-Basic,$3.00 per Dashboard per Month,AmazonCloudWatch,12.000000105000025,2.999999998500016,4.000000036999987
225,DashboardsUsageHour-Basic,First 3 Dashboards per month are free.,AmazonCloudWatch,0.0,0.0,2.9999999996000017
226,DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Elastic Compute Cloud,0.0,0.0,0.011036726099999991
227,DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon Relational Database Service,0.0,0.0,0.0014897731999999994
228,DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Elastic Compute Cloud,0.0,0.0,0.0009490593999999981
229,DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Relational Database Service,0.0,0.0,0.0015538915999999976
230,DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Simple Notification Service,0.0,0.0,2.9868e-06
231,DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Simple Queue Service,0.0,0.0,1.173e-07
232,DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon Simple Storage Service,0.0,0.0,7.037349999999998e-05
233,DataTransfer-Regional-Bytes,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Amazon Elastic Compute Cloud,17.557715100300022,0.01000000000007861,1755.7715100162004
234,DataTransfer-Regional-Bytes,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Amazon Elasticsearch Service,0.007678772700000001,0.01000000007162603,0.7678772645
235,DeliveryAttempts-SMTP,"First 1,000 Amazon SNS Email/Email-JSON Notifications per month are free",Amazon Simple Notification Service,0.0,0.0,3.0
236,Dollar,AWS Support Costs,AWS Support (Business),4427.676258096988,4427.676258096988,1.0
237,EBS:SnapshotUsage,$0.05 per GB-Month of snapshot data stored - US East (Northern Virginia),Amazon Elastic Compute Cloud,13.749194347299998,0.05000000003832948,274.98388673520014
238,EBS:VolumeUsage.gp2,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Northern Virginia),Amazon Elastic Compute Cloud,112.59946168001417,0.09999999957053089,1125.9946216359408
239,ES:GP2-Storage,$0.135 per GB-month of general purpose provisioned storage,Amazon Elasticsearch Service,1.3481854622999976,0.1349999979912005,9.986559128599945
240,ESInstance:m4.2xlarge,$0.603 per m4.2xlarge.elasticsearch instance hour (or partial hour),Amazon Elasticsearch Service,448.02899999999954,0.6029999999999994,743.0
241,EU-CW:Requests,"$0.01 per 1,000 requests",AmazonCloudWatch,0.00035,9.999999999999999e-06,35.0
242,EU-ConfigurationItemRecorded,$0.003 per Configuration Item recorded in EU (Ireland) region,AWS Config,1.2960000000000003,0.0030000000000000005,432.0
243,EU-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon DynamoDB,0.0,0.0,8.093900000000016e-06
244,EU-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon DynamoDB,0.0,0.0,9.485230000000003e-05
245,EU-FreeEventsRecorded,0.0 per free event recorded in EU (Dublin) region,AWS CloudTrail,0.0,0.0,185765.0
246,EU-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,1.16e-05,4.0000000000000003e-07,29.0
247,EU-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,90.0
248,EU-Requests-Tier1,"First 1,000,000 Amazon SQS Requests per month are free",Amazon Simple Queue Service,0.0,0.0,4.0
249,EUC1-CW:Requests,"$0.01 per 1,000 requests",AmazonCloudWatch,0.00035,9.999999999999999e-06,35.0
250,EUC1-ConfigurationItemRecorded,$0.003 per  Configuration Item recorded in EU (Frankfurt) region,AWS Config,1.3080000000000003,0.0030000000000000005,436.0
251,EUC1-DataTransfer-In-Bytes,$0.000 per GB - data transfer in per month,Amazon DynamoDB,0.0,0.0,8.092000000000017e-06
252,EUC1-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon DynamoDB,0.0,0.0,9.483640000000003e-05
253,EUC1-FreeEventsRecorded,0.0 per free event recorded in EU (Frankfurt) region,AWS CloudTrail,0.0,0.0,179202.0
254,EUC1-Requests-Tier1,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",Amazon Simple Queue Service,1.16e-05,4.0000000000000003e-07,29.0
255,EUC1-Requests-Tier1,"First 1,000,000 Amazon SNS API Requests per month are free",Amazon Simple Notification Service,0.0,0.0,90.0
256,EUC1-Requests-Tier1,"First 1,000,000 Amazon SQS Requests per month are free",Amazon Simple Queue Service,0.0,0.0,4.0
257,EUN1-CW:Requests,"$0.01 per 1,000 requests",AmazonCloudWatch,0.00035,9.999999999999999e-06,35.0
258,EUN1-DataTransfer-In-Bytes,USD 0.0 per GB for DataTransfer-In-Bytes in EU (Stockholm),Amazon DynamoDB,0.0,0.0,8.093900000000016e-06
259,EUN1-DataTransfer-Out-Bytes,$0.0000 per GB - first 1 GB of data transferred out per month,Amazon DynamoDB,0.0,0.0,5.804950000000001e-05
260,EUN1-DataTransfer-Out-Bytes,USD 0.0 per GB for DataTransfer-Out-Bytes in EU (Stockholm),Amazon DynamoDB,0.0,0.0,3.6802800000000006e-05
261,EUN1-FreeEventsRecorded,0.0 per free event recorded in EU (Stockholm) region,AWS CloudTrail,0.0,0.0,168502.0
262,EUN1-Requests-Tier1,USD 0.0 per Requests for Requests-Tier1 in EU (Stockholm),Amazon Simple Notification Service,0.0,0.0,59.0
